,params,mean,sd
0,mu,-13.719620581455269,3.7610943142584374
1,mu_y,6.954852005626926,2.5935400253401064
2,sigma_y,0.10742508188120199,0.08897810850292791
3,lambda,0.9229124896428694,0.17243052511991555
4,alpha,4.008943767168683,6.702943996321694
5,beta,-0.47327307841917016,0.2808207796264895
6,rho,0.2782439521516546,0.015787551653866073
7,sigma_v,2.503139590803842,2.3112487909478516
8,rho_j,15.435075658058107,9.685076520479834
9,mu_v,1.2034743808898103,6.540094807964077
